order_id,customer_id,order_date,order_status,payment_method
2511,117,2025-01-01,Completed,UPI
2512,117,2024-11-17,Completed,"Credit Card"
2513,117,2024-07-15,Completed,COD
2514,117,2025-02-06,Completed,COD
2515,117,2025-04-15,Completed,UPI
2516,117,2025-01-17,Completed,COD
2517,117,2025-03-27,Returned,UPI
2518,117,2024-08-14,Returned,"Credit Card"
2519,117,2024-12-08,Cancelled,"Debit Card"
2520,117,2024-07-26,Completed,COD
2521,118,2024-12-11,Completed,UPI
2522,118,2024-12-29,Completed,UPI
2523,118,2025-01-23,Completed,"Credit Card"
2524,118,2024-10-29,Completed,"Debit Card"
2525,118,2024-11-28,Completed,UPI
2526,118,2024-11-16,Completed,COD
2527,118,2024-11-08,Returned,"Credit Card"
2528,118,2024-09-27,Returned,UPI
2529,118,2024-04-16,Cancelled,COD
2530,118,2025-01-05,Completed,UPI
2531,118,2024-05-27,Completed,UPI
2532,118,2025-01-01,Completed,UPI
2533,118,2025-02-04,Completed,"Credit Card"
2534,118,2024-06-19,Completed,"Debit Card"
2535,118,2024-08-30,Completed,"Credit Card"
2536,118,2025-02-01,Completed,UPI
2537,118,2024-12-21,Returned,"Debit Card"
2538,118,2024-12-15,Returned,"Credit Card"
2539,118,2024-04-13,Cancelled,"Credit Card"
2540,118,2024-12-27,Completed,"Credit Card"
2541,119,2024-10-05,Completed,UPI
2542,119,2024-08-10,Completed,COD
2543,119,2025-01-02,Completed,"Debit Card"
2544,119,2024-07-06,Completed,"Credit Card"
2545,119,2024-12-14,Completed,"Debit Card"
2546,119,2025-01-02,Completed,UPI
2547,119,2024-11-19,Returned,UPI
2548,119,2024-04-14,Returned,COD
2549,119,2024-11-10,Cancelled,"Credit Card"
2550,119,2024-12-19,Completed,"Credit Card"
2551,119,2024-02-14,Completed,"Credit Card"
2552,119,2024-11-23,Completed,COD
2553,119,2024-11-18,Completed,"Credit Card"
2554,119,2024-11-24,Completed,COD
2555,119,2024-10-29,Completed,COD
2556,119,2024-11-28,Completed,UPI
2557,119,2024-03-21,Returned,"Credit Card"
2558,119,2024-07-24,Returned,UPI
2559,119,2024-05-20,Cancelled,COD
2560,119,2024-11-18,Completed,COD
2561,120,2024-12-07,Completed,"Debit Card"
2562,120,2024-06-22,Completed,UPI
2563,120,2025-01-14,Completed,"Credit Card"
2564,120,2024-07-24,Completed,"Debit Card"
2565,120,2024-03-13,Completed,UPI
2566,120,2024-03-01,Completed,UPI
2567,120,2024-10-30,Returned,UPI
2568,120,2024-11-18,Returned,UPI
2569,120,2024-03-07,Cancelled,COD
2570,120,2024-10-18,Completed,"Credit Card"
2571,120,2024-04-12,Completed,"Credit Card"
2572,120,2024-09-08,Completed,"Debit Card"
2573,120,2024-11-25,Completed,COD
2574,120,2024-11-18,Completed,"Debit Card"
2575,120,2024-10-25,Completed,"Debit Card"
2576,120,2024-09-02,Completed,"Debit Card"
2577,120,2024-06-19,Returned,COD
2578,120,2024-05-14,Returned,UPI
2579,120,2024-10-24,Cancelled,"Debit Card"
2580,120,2024-05-28,Completed,COD
2581,120,2024-09-14,Completed,COD
2582,120,2024-11-21,Completed,"Debit Card"
2583,121,2025-07-18,Completed,COD
2584,121,2025-09-20,Completed,COD
2585,121,2025-06-28,Completed,UPI
2586,121,2025-06-06,Completed,UPI
2587,121,2025-09-02,Returned,"Debit Card"
2588,121,2025-09-10,Returned,"Credit Card"
2589,121,2024-11-05,Cancelled,"Credit Card"
2590,121,2025-03-06,Completed,UPI
2591,121,2025-08-07,Completed,"Debit Card"
2592,121,2025-08-20,Completed,UPI
2593,121,2025-02-17,Completed,UPI
2594,121,2025-02-16,Completed,COD
2595,121,2025-08-28,Completed,UPI
2596,121,2024-10-24,Completed,COD
2597,121,2025-03-17,Returned,"Debit Card"
2598,121,2025-08-03,Returned,"Debit Card"
2599,121,2025-08-05,Cancelled,COD
2600,121,2025-01-21,Completed,"Credit Card"
2601,121,2025-09-08,Completed,COD
2602,121,2024-10-21,Completed,"Credit Card"
2603,121,2025-08-08,Completed,COD
2604,121,2024-12-14,Completed,COD
2605,122,2025-05-18,Completed,UPI
2606,122,2024-06-30,Completed,"Debit Card"
2607,122,2025-04-09,Returned,UPI
2608,122,2025-03-29,Returned,"Credit Card"
2609,122,2024-10-08,Cancelled,"Credit Card"
2610,122,2024-12-02,Completed,"Debit Card"
2611,122,2025-05-08,Completed,"Debit Card"
2612,122,2025-06-07,Completed,"Debit Card"
2613,122,2024-07-10,Completed,COD
2614,122,2025-01-14,Completed,UPI
2615,122,2025-05-05,Completed,UPI
2616,122,2025-02-18,Completed,"Credit Card"
2617,122,2025-02-22,Returned,UPI
2618,122,2025-02-09,Returned,UPI
2619,122,2025-05-07,Cancelled,"Debit Card"
2620,122,2024-11-14,Completed,UPI
2621,122,2025-05-30,Completed,"Debit Card"
2622,122,2025-05-12,Completed,"Credit Card"
2623,122,2024-07-10,Completed,"Debit Card"
2624,122,2025-03-29,Completed,UPI
2625,122,2025-05-06,Completed,"Debit Card"
2626,122,2024-08-29,Completed,"Credit Card"
2627,123,2024-12-25,Returned,"Credit Card"
2628,123,2025-04-19,Returned,UPI
2629,123,2025-02-19,Cancelled,UPI
2630,123,2025-04-25,Completed,"Credit Card"
2631,123,2024-10-30,Completed,"Credit Card"
2632,123,2025-05-26,Completed,"Credit Card"
2633,123,2024-09-12,Completed,COD
2634,123,2024-12-01,Completed,"Credit Card"
2635,123,2025-03-17,Completed,"Debit Card"
2636,123,2024-09-16,Completed,"Debit Card"
2637,123,2025-07-29,Returned,"Debit Card"
2638,123,2025-07-18,Returned,UPI
2639,123,2025-01-05,Cancelled,COD
2640,123,2024-10-01,Completed,COD
2641,123,2024-08-10,Completed,"Debit Card"
2642,123,2025-06-12,Completed,"Credit Card"
2643,123,2025-03-22,Completed,UPI
2644,123,2025-06-02,Completed,COD
2645,123,2024-10-11,Completed,COD
2646,123,2025-05-10,Completed,UPI
2647,123,2025-05-22,Returned,"Credit Card"
2648,123,2025-05-23,Returned,COD
2649,124,2024-12-25,Cancelled,"Credit Card"
2650,124,2025-05-09,Completed,COD
2651,124,2025-03-08,Completed,COD
2652,124,2024-12-06,Completed,"Credit Card"
2653,124,2025-09-21,Completed,COD
2654,124,2025-01-09,Completed,"Debit Card"
2655,124,2024-10-12,Completed,COD
2656,124,2025-09-16,Completed,"Credit Card"
2657,124,2025-07-11,Returned,"Debit Card"
2658,124,2025-08-10,Returned,COD
2659,124,2025-07-17,Cancelled,COD
2660,124,2025-02-18,Completed,UPI
2661,124,2025-01-15,Completed,COD
2662,124,2025-07-17,Completed,COD
2663,124,2025-09-19,Completed,COD
2664,124,2025-01-15,Completed,UPI
2665,124,2024-11-03,Completed,"Debit Card"
2666,124,2024-10-08,Completed,COD
2667,124,2025-03-19,Returned,"Debit Card"
2668,124,2025-09-09,Returned,COD
2669,125,2025-07-17,Cancelled,UPI
2670,125,2025-08-20,Completed,COD
2671,125,2025-06-02,Completed,"Credit Card"
2672,125,2025-08-15,Completed,COD
2673,125,2024-12-02,Completed,UPI
2674,125,2024-12-04,Completed,UPI
2675,125,2025-07-06,Completed,"Credit Card"
2676,125,2025-08-10,Completed,COD
2677,125,2025-04-01,Returned,"Debit Card"
2678,125,2025-06-05,Returned,COD
2679,125,2025-02-25,Cancelled,"Debit Card"
2680,125,2025-06-06,Completed,"Credit Card"
2681,125,2025-04-26,Completed,"Debit Card"
2682,125,2024-11-01,Completed,"Debit Card"
2683,125,2025-01-10,Completed,"Debit Card"
2684,125,2025-06-04,Completed,"Debit Card"
2685,125,2024-09-03,Completed,UPI
2686,125,2025-01-18,Completed,UPI
2687,125,2025-08-28,Returned,COD
2688,125,2025-07-04,Returned,UPI
2689,125,2025-06-10,Cancelled,UPI
2690,125,2025-03-14,Completed,COD
2691,126,2024-10-09,Completed,UPI
2692,126,2025-02-14,Completed,COD
2693,126,2025-02-07,Completed,"Credit Card"
2694,126,2024-10-28,Completed,"Credit Card"
2695,126,2025-02-18,Completed,"Debit Card"
2696,126,2024-05-21,Completed,"Debit Card"
2697,126,2025-03-09,Returned,"Debit Card"
2698,126,2024-10-16,Returned,"Debit Card"
2699,126,2024-12-25,Cancelled,"Credit Card"
2700,126,2024-11-28,Completed,"Debit Card"
2701,126,2024-12-18,Completed,COD
2702,126,2025-02-08,Completed,"Credit Card"
2703,126,2024-06-11,Completed,COD
2704,126,2024-06-30,Completed,COD
2705,126,2025-03-12,Completed,"Debit Card"
2706,126,2025-03-08,Completed,"Credit Card"
2707,126,2024-09-26,Returned,COD
2708,126,2025-01-23,Returned,"Credit Card"
2709,126,2024-06-09,Cancelled,UPI
2710,126,2025-02-04,Completed,"Debit Card"
2711,126,2024-10-31,Completed,"Credit Card"
2712,127,2025-10-29,Completed,COD
2713,127,2025-07-28,Completed,UPI
2714,127,2025-12-03,Completed,UPI
2715,127,2025-10-06,Completed,"Debit Card"
2716,127,2025-12-05,Completed,"Debit Card"
2717,127,2025-05-28,Returned,"Debit Card"
2718,127,2024-12-31,Returned,"Debit Card"
2719,127,2025-10-05,Cancelled,COD
2720,127,2025-10-21,Completed,"Credit Card"
2721,127,2025-10-20,Completed,COD
2722,127,2025-09-30,Completed,COD
2723,127,2025-03-04,Completed,COD
2724,127,2025-09-06,Completed,COD
2725,127,2025-10-19,Completed,UPI
2726,127,2025-11-30,Completed,"Debit Card"
2727,127,2025-11-05,Returned,UPI
2728,127,2025-03-23,Returned,"Credit Card"
2729,127,2025-09-07,Cancelled,"Debit Card"
2730,127,2025-09-24,Completed,"Debit Card"
2731,127,2025-02-24,Completed,"Debit Card"
2732,127,2025-10-23,Completed,COD
2733,127,2025-11-10,Completed,COD
2734,128,2024-06-15,Completed,UPI
2735,128,2024-04-29,Completed,"Credit Card"
2736,128,2024-06-03,Completed,UPI
2737,128,2025-03-28,Returned,UPI
2738,128,2025-01-23,Returned,"Credit Card"
2739,128,2025-01-24,Cancelled,"Debit Card"
2740,128,2024-11-29,Completed,COD
2741,128,2025-03-04,Completed,"Debit Card"
2742,128,2024-05-19,Completed,COD
2743,128,2025-04-12,Completed,COD
2744,128,2025-03-17,Completed,"Debit Card"
2745,128,2025-04-14,Completed,"Debit Card"
2746,128,2025-03-17,Completed,"Debit Card"
2747,128,2024-07-01,Returned,UPI
2748,128,2024-11-30,Returned,UPI
2749,128,2024-06-04,Cancelled,"Debit Card"
2750,128,2025-02-02,Completed,"Debit Card"
2751,128,2025-03-05,Completed,"Debit Card"
2752,128,2024-04-29,Completed,"Debit Card"
2753,128,2025-01-22,Completed,"Debit Card"
2754,128,2024-05-05,Completed,UPI
2755,129,2024-11-23,Completed,COD
2756,129,2024-11-25,Completed,UPI
2757,129,2024-06-09,Returned,"Credit Card"
2758,129,2024-05-01,Returned,"Debit Card"
2759,129,2024-11-14,Cancelled,UPI
2760,129,2024-09-01,Completed,"Credit Card"
2761,129,2024-01-07,Completed,"Debit Card"
2762,129,2024-06-25,Completed,COD
2763,129,2024-10-28,Completed,"Debit Card"
2764,129,2024-09-13,Completed,"Debit Card"
2765,129,2024-03-27,Completed,COD
2766,129,2024-10-02,Completed,"Debit Card"
2767,129,2024-11-04,Returned,"Debit Card"
2768,129,2024-10-14,Returned,COD
2769,129,2024-09-27,Cancelled,"Debit Card"
2770,129,2024-12-07,Completed,UPI
2771,129,2024-11-27,Completed,UPI
2772,129,2024-12-04,Completed,COD
2773,129,2024-04-21,Completed,UPI
2774,129,2024-12-11,Completed,"Debit Card"
2775,129,2024-01-19,Completed,"Credit Card"
2776,130,2024-09-30,Completed,UPI
2777,130,2025-01-13,Returned,"Credit Card"
2778,130,2024-03-25,Returned,"Credit Card"
2779,130,2024-04-11,Cancelled,COD
2780,130,2024-06-21,Completed,UPI
2781,130,2024-06-23,Completed,COD
2782,130,2024-11-23,Completed,UPI
2783,130,2025-02-10,Completed,"Credit Card"
2784,130,2025-01-13,Completed,UPI
2785,130,2025-02-20,Completed,"Debit Card"
2786,130,2025-01-03,Completed,COD
2787,130,2025-03-09,Returned,UPI
2788,130,2024-10-24,Returned,"Debit Card"
2789,130,2024-11-15,Cancelled,"Credit Card"
2790,130,2025-02-26,Completed,COD
2791,130,2025-01-03,Completed,"Credit Card"
2792,130,2024-10-12,Completed,"Credit Card"
2793,130,2025-03-12,Completed,COD
2794,130,2024-06-23,Completed,COD
2795,130,2024-10-25,Completed,"Debit Card"
2796,130,2025-01-25,Completed,UPI
2797,130,2024-06-30,Returned,COD
2798,131,2024-06-13,Returned,COD
2799,131,2025-02-06,Cancelled,"Debit Card"
2800,131,2025-01-26,Completed,COD
2801,131,2025-01-21,Completed,COD
2802,131,2024-11-15,Completed,UPI
2803,131,2025-01-01,Completed,"Debit Card"
2804,131,2024-09-27,Completed,UPI
2805,131,2024-04-21,Completed,UPI
2806,131,2025-02-20,Completed,"Debit Card"
2807,131,2024-04-25,Returned,COD
2808,131,2025-02-02,Returned,COD
2809,131,2024-05-27,Cancelled,COD
2810,131,2024-07-07,Completed,COD
2811,131,2024-05-26,Completed,UPI
2812,131,2024-04-24,Completed,COD
2813,131,2024-05-21,Completed,"Credit Card"
2814,131,2025-02-13,Completed,"Debit Card"
2815,131,2025-01-10,Completed,"Debit Card"
2816,131,2024-07-09,Completed,"Debit Card"
2817,131,2024-05-18,Returned,UPI
2818,131,2025-01-13,Returned,UPI
2819,132,2024-10-25,Cancelled,"Debit Card"
2820,132,2024-12-02,Completed,"Debit Card"
2821,132,2024-08-20,Completed,"Debit Card"
2822,132,2025-05-03,Completed,UPI
2823,132,2025-06-11,Completed,COD
2824,132,2024-12-16,Completed,"Credit Card"
2825,132,2025-05-25,Completed,"Debit Card"
2826,132,2025-01-31,Completed,"Credit Card"
2827,132,2024-07-22,Returned,"Debit Card"
2828,132,2025-06-08,Returned,"Debit Card"
2829,132,2025-03-23,Cancelled,UPI
2830,132,2025-06-30,Completed,UPI
2831,132,2025-05-02,Completed,UPI
2832,132,2024-12-21,Completed,COD
2833,132,2025-06-11,Completed,"Debit Card"
2834,132,2025-04-25,Completed,UPI
2835,132,2024-12-11,Completed,"Debit Card"
2836,132,2025-01-26,Completed,UPI
2837,132,2025-06-05,Returned,"Credit Card"
2838,132,2025-04-29,Returned,"Credit Card"
2839,132,2024-10-17,Cancelled,UPI
2840,133,2025-03-22,Completed,UPI
2841,133,2025-01-28,Completed,"Debit Card"
2842,133,2024-08-15,Completed,"Credit Card"
2843,133,2024-08-01,Completed,UPI
2844,133,2024-06-09,Completed,UPI
2845,133,2024-07-23,Completed,COD
2846,133,2024-09-13,Completed,UPI
2847,133,2025-03-16,Returned,"Debit Card"
2848,133,2024-09-23,Returned,"Credit Card"
2849,133,2025-01-13,Cancelled,"Debit Card"
2850,133,2025-01-03,Completed,"Credit Card"
2851,133,2024-12-06,Completed,"Debit Card"
2852,133,2024-05-05,Completed,COD
2853,133,2025-02-16,Completed,UPI
2854,133,2025-03-21,Completed,UPI
2855,133,2024-07-12,Completed,"Debit Card"
2856,133,2024-08-20,Completed,UPI
2857,133,2025-03-25,Returned,COD
2858,133,2024-09-02,Returned,"Debit Card"
2859,133,2025-01-26,Cancelled,COD
2860,133,2025-01-12,Completed,UPI
2861,133,2025-02-14,Completed,"Credit Card"
2862,133,2024-06-16,Completed,"Credit Card"
2863,134,2025-03-26,Completed,"Credit Card"
2864,134,2025-02-13,Completed,COD
2865,134,2025-04-04,Completed,UPI
2866,134,2025-03-03,Completed,UPI
2867,134,2025-03-31,Returned,"Debit Card"
2868,134,2025-04-16,Returned,UPI
2869,134,2025-04-05,Cancelled,"Debit Card"
2870,134,2025-04-01,Completed,"Credit Card"
2871,134,2024-10-14,Completed,UPI
2872,134,2024-09-10,Completed,"Credit Card"
2873,134,2025-02-23,Completed,"Credit Card"
2874,134,2024-08-28,Completed,UPI
2875,134,2025-04-16,Completed,COD
2876,134,2025-05-10,Completed,"Debit Card"
2877,134,2024-10-26,Returned,"Credit Card"
2878,134,2024-09-24,Returned,"Credit Card"
2879,134,2025-03-07,Cancelled,UPI
2880,134,2025-04-22,Completed,UPI
2881,134,2025-02-03,Completed,UPI
2882,134,2025-02-11,Completed,COD
2883,134,2025-03-25,Completed,COD
2884,134,2025-02-25,Completed,"Debit Card"
2885,134,2025-01-08,Completed,"Debit Card"
2886,135,2025-10-18,Completed,UPI
2887,135,2025-09-21,Returned,"Debit Card"
2888,135,2025-04-17,Returned,COD
2889,135,2025-12-08,Cancelled,UPI
2890,135,2025-07-14,Completed,COD
2891,135,2025-10-17,Completed,"Credit Card"
2892,135,2025-01-23,Completed,"Debit Card"
2893,135,2025-09-23,Completed,COD
2894,135,2025-09-17,Completed,COD
2895,135,2025-10-31,Completed,"Debit Card"
2896,135,2025-08-10,Completed,COD
2897,135,2025-03-22,Returned,"Debit Card"
2898,135,2025-02-15,Returned,COD
2899,135,2025-03-27,Cancelled,UPI
2900,135,2024-12-30,Completed,UPI
2901,135,2025-11-18,Completed,COD
2902,135,2025-10-08,Completed,"Credit Card"
2903,135,2025-06-06,Completed,"Credit Card"
2904,135,2025-11-22,Completed,"Debit Card"
2905,135,2025-11-03,Completed,"Debit Card"
2906,135,2025-03-01,Completed,UPI
2907,136,2025-03-06,Returned,COD
2908,136,2024-06-28,Returned,UPI
2909,136,2024-10-13,Cancelled,COD
2910,136,2025-01-18,Completed,"Credit Card"
2911,136,2024-12-15,Completed,UPI
2912,136,2025-02-03,Completed,COD
2913,136,2024-04-12,Completed,COD
2914,136,2024-05-10,Completed,"Credit Card"
2915,136,2025-01-13,Completed,COD
2916,136,2024-08-06,Completed,UPI
2917,136,2025-02-14,Returned,COD
2918,136,2025-01-26,Returned,UPI
2919,136,2025-03-27,Cancelled,UPI
2920,136,2024-11-05,Completed,UPI
2921,136,2025-02-13,Completed,"Debit Card"
2922,136,2024-05-19,Completed,"Debit Card"
2923,136,2025-03-26,Completed,"Credit Card"
2924,136,2024-10-04,Completed,UPI
2925,136,2025-01-23,Completed,"Credit Card"
2926,136,2025-01-27,Completed,COD
2927,137,2024-05-16,Returned,UPI
2928,137,2024-08-31,Returned,UPI
2929,137,2024-02-17,Cancelled,"Debit Card"
2930,137,2024-06-20,Completed,"Debit Card"
2931,137,2025-01-27,Completed,"Credit Card"
2932,137,2024-12-04,Completed,"Debit Card"
2933,137,2024-07-29,Completed,COD
2934,137,2025-01-15,Completed,COD
2935,137,2024-11-02,Completed,COD
2936,137,2024-10-08,Completed,"Credit Card"
2937,137,2024-11-26,Returned,COD
2938,137,2025-01-05,Returned,"Debit Card"
2939,137,2024-02-21,Cancelled,COD
2940,137,2024-11-20,Completed,COD
2941,137,2024-07-30,Completed,COD
2942,137,2025-01-07,Completed,"Debit Card"
2943,137,2024-11-26,Completed,"Credit Card"
2944,137,2024-07-06,Completed,COD
2945,137,2024-05-28,Completed,UPI
2946,137,2024-12-07,Completed,UPI
2947,137,2025-02-10,Returned,UPI
2948,137,2025-01-08,Returned,"Credit Card"
2949,138,2024-12-28,Cancelled,"Credit Card"
2950,138,2025-01-02,Completed,"Credit Card"
2951,138,2024-03-29,Completed,"Credit Card"
2952,138,2024-12-09,Completed,"Credit Card"
2953,138,2024-09-01,Completed,"Credit Card"
2954,138,2024-07-21,Completed,"Credit Card"
2955,138,2024-10-29,Completed,COD
2956,138,2025-01-08,Completed,COD
2957,138,2025-01-01,Returned,UPI
2958,138,2024-12-24,Returned,UPI
2959,138,2024-11-14,Cancelled,COD
2960,138,2024-02-24,Completed,"Debit Card"
2961,138,2024-03-06,Completed,"Debit Card"
2962,138,2024-01-25,Completed,COD
2963,138,2024-06-19,Completed,"Credit Card"
2964,138,2025-01-04,Completed,"Debit Card"
2965,138,2024-10-23,Completed,COD
2966,138,2024-07-08,Completed,"Credit Card"
2967,138,2025-01-10,Returned,"Debit Card"
2968,138,2024-10-28,Returned,UPI
2969,138,2024-11-29,Cancelled,COD
2970,138,2024-07-14,Completed,COD
2971,138,2024-10-27,Completed,"Debit Card"
2972,139,2025-05-08,Completed,COD
2973,139,2024-12-14,Completed,"Credit Card"
2974,139,2025-03-27,Completed,"Debit Card"
2975,139,2025-02-27,Completed,COD
2976,139,2024-06-08,Completed,"Credit Card"
2977,139,2025-04-26,Returned,"Credit Card"
2978,139,2025-04-23,Returned,UPI
2979,139,2025-02-18,Cancelled,UPI
2980,139,2025-01-02,Completed,"Debit Card"
2981,139,2025-03-13,Completed,COD
2982,139,2024-06-13,Completed,COD
2983,139,2024-07-11,Completed,COD
2984,139,2025-05-01,Completed,UPI
2985,139,2025-01-22,Completed,"Debit Card"
2986,139,2024-11-23,Completed,"Credit Card"
2987,139,2025-03-05,Returned,"Debit Card"
2988,139,2024-07-16,Returned,UPI
2989,139,2024-12-18,Cancelled,COD
2990,139,2024-10-20,Completed,"Debit Card"
2991,139,2024-09-05,Completed,UPI
2992,139,2025-04-04,Completed,"Credit Card"
2993,140,2025-06-27,Completed,"Debit Card"
2994,140,2024-12-02,Completed,UPI
2995,140,2025-06-10,Completed,"Debit Card"
2996,140,2024-09-26,Completed,COD
2997,140,2025-01-16,Returned,COD
2998,140,2025-03-16,Returned,UPI
2999,140,2024-11-13,Cancelled,COD
3000,140,2024-11-04,Completed,"Credit Card"
3001,140,2025-07-20,Completed,"Credit Card"
3002,140,2025-07-19,Completed,"Credit Card"
3003,140,2025-07-09,Completed,UPI
3004,140,2025-08-16,Completed,"Credit Card"
3005,140,2024-11-17,Completed,"Credit Card"
3006,140,2025-08-04,Completed,"Credit Card"
3007,140,2024-11-06,Returned,UPI
3008,140,2025-02-18,Returned,"Debit Card"
3009,140,2025-08-15,Cancelled,"Credit Card"
3010,140,2024-09-29,Completed,COD
3011,140,2025-09-01,Completed,COD
3012,140,2024-10-21,Completed,COD
3013,140,2025-01-06,Completed,COD
3014,140,2025-05-06,Completed,UPI
3015,140,2025-08-07,Completed,UPI
3016,140,2024-09-30,Completed,COD
3017,141,2025-08-29,Returned,"Debit Card"
3018,141,2025-06-24,Returned,COD
3019,141,2025-07-20,Cancelled,UPI
3020,141,2025-01-11,Completed,"Credit Card"
3021,141,2025-07-26,Completed,"Debit Card"
3022,141,2025-06-18,Completed,"Debit Card"
3023,141,2025-06-24,Completed,"Credit Card"
3024,141,2025-08-11,Completed,UPI
3025,141,2024-12-16,Completed,COD
3026,141,2025-02-01,Completed,"Credit Card"
3027,141,2025-05-25,Returned,"Debit Card"
3028,141,2025-07-10,Returned,"Credit Card"
3029,141,2025-07-22,Cancelled,UPI
3030,141,2025-05-22,Completed,"Debit Card"
3031,141,2025-09-07,Completed,UPI
3032,141,2025-06-18,Completed,"Debit Card"
3033,141,2025-06-22,Completed,UPI
3034,141,2025-08-18,Completed,COD
3035,141,2025-06-21,Completed,"Debit Card"
3036,141,2025-02-04,Completed,"Credit Card"
3037,142,2025-10-22,Returned,UPI
3038,142,2025-05-12,Returned,"Credit Card"
3039,142,2025-10-09,Cancelled,UPI
3040,142,2024-12-01,Completed,"Credit Card"
3041,142,2025-08-06,Completed,COD
3042,142,2025-09-18,Completed,COD
3043,142,2024-11-30,Completed,"Debit Card"
3044,142,2024-12-26,Completed,UPI
3045,142,2025-08-23,Completed,COD
3046,142,2025-09-25,Completed,UPI
3047,142,2025-06-20,Returned,UPI
3048,142,2025-09-26,Returned,"Credit Card"
3049,142,2025-09-16,Cancelled,COD
3050,142,2024-12-25,Completed,"Debit Card"
3051,142,2025-08-03,Completed,UPI
3052,142,2025-08-27,Completed,"Credit Card"
3053,142,2024-12-07,Completed,UPI
3054,142,2025-08-12,Completed,"Credit Card"
3055,142,2025-10-15,Completed,"Debit Card"
3056,142,2025-10-05,Completed,UPI
3057,142,2025-05-29,Returned,UPI
3058,142,2025-09-02,Returned,"Credit Card"
3059,143,2025-11-08,Cancelled,"Credit Card"
3060,143,2025-10-19,Completed,"Credit Card"
3061,143,2025-11-06,Completed,UPI
3062,143,2025-01-06,Completed,"Debit Card"
3063,143,2025-02-01,Completed,"Credit Card"
3064,143,2025-09-24,Completed,UPI
3065,143,2025-09-09,Completed,COD
3066,143,2025-08-15,Completed,"Debit Card"
3067,143,2025-01-09,Returned,"Credit Card"
3068,143,2025-01-02,Returned,UPI
3069,143,2025-09-21,Cancelled,UPI
3070,143,2025-09-19,Completed,"Debit Card"
3071,143,2025-08-26,Completed,UPI
3072,143,2025-11-03,Completed,"Credit Card"
3073,143,2025-10-10,Completed,COD
3074,143,2025-10-28,Completed,COD
3075,143,2025-08-24,Completed,"Debit Card"
3076,143,2025-03-23,Completed,COD
3077,143,2025-01-23,Returned,UPI
3078,143,2025-11-14,Returned,UPI
3079,143,2024-12-23,Cancelled,COD
3080,144,2025-07-19,Completed,"Debit Card"
3081,144,2025-04-14,Completed,"Credit Card"
3082,144,2025-08-22,Completed,COD
3083,144,2025-10-09,Completed,COD
3084,144,2025-10-04,Completed,UPI
3085,144,2025-09-17,Completed,"Debit Card"
3086,144,2025-04-04,Completed,"Credit Card"
3087,144,2025-08-20,Returned,"Credit Card"
3088,144,2025-07-27,Returned,"Credit Card"
3089,144,2025-08-21,Cancelled,COD
3090,144,2025-08-17,Completed,UPI
3091,144,2025-01-28,Completed,"Credit Card"
3092,144,2025-10-09,Completed,"Credit Card"
3093,144,2025-09-23,Completed,COD
3094,144,2025-10-31,Completed,COD
3095,144,2025-07-04,Completed,"Debit Card"
3096,144,2025-09-01,Completed,UPI
3097,144,2025-08-12,Returned,"Debit Card"
3098,144,2025-10-23,Returned,COD
3099,144,2024-11-12,Cancelled,"Debit Card"
3100,144,2025-05-20,Completed,"Credit Card"
3101,144,2025-07-24,Completed,"Debit Card"
3102,145,2024-12-24,Completed,"Credit Card"
3103,145,2024-11-04,Completed,"Debit Card"
3104,145,2024-07-18,Completed,COD
3105,145,2024-12-21,Completed,"Credit Card"
3106,145,2024-07-26,Completed,"Credit Card"
3107,145,2024-11-20,Returned,COD
3108,145,2024-06-17,Returned,COD
3109,145,2024-11-14,Cancelled,"Debit Card"
3110,145,2024-02-04,Completed,"Credit Card"
3111,145,2024-11-08,Completed,"Credit Card"
3112,145,2024-12-26,Completed,UPI
3113,145,2024-12-25,Completed,UPI
3114,145,2024-04-04,Completed,"Credit Card"
3115,145,2024-11-09,Completed,COD
3116,145,2024-05-02,Completed,COD
3117,145,2024-11-02,Returned,UPI
3118,145,2024-11-20,Returned,COD
3119,145,2024-03-13,Cancelled,COD
3120,145,2024-03-29,Completed,"Credit Card"
3121,145,2024-05-30,Completed,COD
3122,145,2024-11-24,Completed,COD
3123,146,2025-07-23,Completed,"Credit Card"
3124,146,2025-10-29,Completed,"Credit Card"
3125,146,2025-09-16,Completed,"Credit Card"
3126,146,2025-09-08,Completed,UPI
3127,146,2025-08-29,Returned,"Debit Card"
3128,146,2025-11-11,Returned,COD
3129,146,2025-06-02,Cancelled,COD
3130,146,2025-09-16,Completed,"Debit Card"
3131,146,2025-08-27,Completed,"Debit Card"
3132,146,2025-08-17,Completed,"Debit Card"
3133,146,2025-06-10,Completed,"Debit Card"
3134,146,2025-09-01,Completed,UPI
3135,146,2025-09-01,Completed,"Debit Card"
3136,146,2025-09-09,Completed,"Credit Card"
3137,146,2025-10-20,Returned,"Debit Card"
3138,146,2025-04-27,Returned,UPI
3139,146,2025-04-28,Cancelled,"Credit Card"
3140,146,2025-10-18,Completed,COD
3141,146,2024-12-10,Completed,UPI
3142,146,2025-09-30,Completed,"Credit Card"
3143,146,2025-10-11,Completed,"Credit Card"
3144,147,2025-01-10,Completed,"Debit Card"
3145,147,2024-12-19,Completed,UPI
3146,147,2024-12-14,Completed,"Credit Card"
3147,147,2024-11-05,Returned,"Credit Card"
3148,147,2024-04-29,Returned,UPI
3149,147,2024-08-12,Cancelled,COD
3150,147,2024-10-15,Completed,"Credit Card"
